frame_idx,timestamp_ms,detected,center_x,center_y,bbox_x,bbox_y,bbox_w,bbox_h,confidence,area,contour_area,distance_px,heatmap_ready,is_paused,kalman_corrected,kalman_predicted,pause_count,pause_duration_s,size_mean,speed_px_s,total_pause_time_s
325,10833.33,1,219,402,119,322,187,202,0.5495,20758.00,20758.0,1492.8941299998048,1.0,0.0,1.0,1.0,0.0,0.0,30492,48.023431780745895,0.0
326,10866.67,1,221,400,139,322,167,155,0.7704,19942.50,19942.5,1495.722557124551,1.0,0.0,1.0,1.0,0.0,0.0,30492,58.57687256929933,0.0
327,10900.00,1,222,398,121,322,185,202,0.5324,19897.50,19897.5,1497.9586251020507,1.0,0.0,1.0,1.0,0.0,0.0,30492,58.576872569300114,0.0
328,10933.33,1,224,399,119,327,187,198,0.5085,18827.00,18827.0,1500.1946930795505,1.0,0.0,1.0,1.0,0.0,0.0,30492,54.08326913196003,0.0
329,10966.67,1,227,399,125,332,181,186,0.5293,17821.00,17821.0,1503.1946930795505,1.0,0.0,1.0,1.0,0.0,0.0,30492,64.08002808988171,0.0
330,11000.00,1,230,398,162,327,144,141,0.8381,17017.00,17017.0,1506.356970739719,1.0,0.0,1.0,1.0,0.0,0.0,30492,69.1465834296969,0.0
331,11033.33,1,232,396,160,322,146,138,0.8260,16642.00,16642.0,1509.1853978644651,1.0,0.0,1.0,1.0,0.0,0.0,30492,76.48529270389204,0.0
332,11066.67,1,233,391,159,313,147,140,0.7979,16421.50,16421.5,1514.284417378058,1.0,0.0,1.0,1.0,0.0,0.0,30492,90.31195934094254,0.0
333,11100.00,1,235,388,159,313,147,140,0.7992,16447.00,16447.0,1517.889968653522,1.0,0.0,1.0,1.0,0.0,0.0,30492,102.0110288155162,0.0
334,11133.33,1,235,385,155,312,151,138,0.8136,16954.50,16954.5,1520.889968653522,1.0,0.0,1.0,1.0,0.0,0.0,30492,104.46291207888126,0.0
335,11166.67,1,234,382,149,312,157,138,0.7914,17146.50,17146.5,1524.0522463136904,1.0,0.0,1.0,1.0,0.0,0.0,30492,106.06601717798252,0.0
336,11200.00,1,234,379,142,312,163,138,0.7584,17059.00,17059.0,1527.0522463136904,1.0,0.0,1.0,1.0,0.0,0.0,30492,90.31195934094254,0.0
337,11233.33,1,233,376,143,312,162,139,0.7144,16087.00,16087.0,1530.2145239738588,1.0,0.0,1.0,1.0,0.0,0.0,30492,91.24143795447361,0.0
338,11266.67,1,235,374,150,312,155,138,0.6848,14648.50,14648.5,1533.042951098605,1.0,0.0,1.0,1.0,0.0,0.0,30492,82.49999999999919,0.0
339,11300.00,1,238,371,166,313,139,133,0.6826,12619.50,12619.5,1537.2855917857244,1.0,0.0,1.0,1.0,0.0,0.0,30492,87.78524933039634,0.0
340,11333.33,1,240,368,147,313,158,133,0.5804,12197.50,12197.5,1540.8911430611884,1.0,0.0,1.0,1.0,0.0,0.0,30492,93.97473064606159,0.0
341,11366.67,1,243,367,175,313,130,132,0.6896,11833.50,11833.5,1544.0534207213568,1.0,0.0,1.0,1.0,0.0,0.0,30492,100.90218035305183,0.0
342,11400.00,1,245,366,177,313,128,133,0.6933,11802.00,11802.0,1546.2894886988565,1.0,0.0,1.0,1.0,0.0,0.0,30492,96.04686356149307,0.0
343,11433.33,1,246,365,178,312,128,132,0.7075,11953.50,11953.5,1547.7037022612296,1.0,0.0,1.0,1.0,0.0,0.0,30492,75.00000000000027,0.0
344,11466.67,1,247,365,178,312,128,132,0.7083,11967.00,11967.0,1548.7037022612296,1.0,0.0,1.0,1.0,0.0,0.0,30492,57.11829829397952,0.0
345,11500.00,1,248,365,178,312,128,132,0.7090,11979.00,11979.0,1549.7037022612296,1.0,0.0,1.0,1.0,0.0,0.0,30492,40.38873605350892,0.0
346,11533.33,1,248,365,178,312,128,131,0.7132,11959.00,11959.0,1549.7037022612296,1.0,1.0,1.0,1.0,0.0,0.0,30492,23.717082451262932,0.0
347,11566.67,1,249,365,178,312,128,136,0.7048,12269.50,12269.5,1550.7037022612296,1.0,0.0,1.0,1.0,0.0,0.0,30492,22.50000000000008,0.0
348,11600.00,1,249,366,178,312,128,161,0.5984,12331.00,12331.0,1551.7037022612296,1.0,0.0,1.0,1.0,0.0,0.0,30492,16.770509831248482,0.0
349,11633.33,1,250,367,179,312,127,161,0.6092,12456.50,12456.5,1553.1179158236027,1.0,0.0,1.0,1.0,0.0,0.0,30492,21.2132034355965,0.0
350,11666.67,1,251,368,180,312,126,163,0.6268,12873.00,12873.0,1554.5321293859758,1.0,0.0,1.0,1.0,0.0,0.0,30492,31.81980515339475,0.0
351,11700.00,1,252,371,180,312,126,184,0.5939,13768.00,13768.0,1557.6944070461443,1.0,0.0,1.0,1.0,0.0,0.0,30492,50.31152949374545,0.0
352,11733.33,1,252,375,179,313,126,196,0.6253,15443.50,15443.5,1561.6944070461443,1.0,0.0,1.0,1.0,0.0,0.0,30492,71.15124735378879,0.0
353,11766.67,1,252,379,178,312,128,211,0.6233,16834.00,16834.0,1565.6944070461443,1.0,0.0,1.0,1.0,0.0,0.0,30492,91.2414379544724,0.0
354,11800.00,1,252,384,178,312,128,220,0.6318,17792.50,17792.5,1570.6944070461443,1.0,0.0,1.0,1.0,0.0,0.0,30492,120.23414656410931,0.0
355,11833.33,1,251,388,178,312,128,227,0.6549,19030.00,19030.0,1574.817512671762,1.0,0.0,1.0,1.0,0.0,0.0,30492,127.72039774444677,0.0
356,11866.67,1,250,392,178,312,128,231,0.6704,19822.50,19822.5,1578.9406182973796,1.0,0.0,1.0,1.0,0.0,0.0,30492,128.3793207646764,0.0
357,11900.00,1,250,395,178,312,128,231,0.6715,19854.50,19854.5,1581.9406182973796,1.0,0.0,1.0,1.0,0.0,0.0,30492,120.93386622447866,0.0
358,11933.33,1,249,397,180,312,126,235,0.6770,20044.50,20044.5,1584.1766862748793,1.0,0.0,1.0,1.0,0.0,0.0,30492,100.06248048094787,0.0
359,11966.67,1,249,399,180,312,126,209,0.7649,20143.00,20143.0,1586.1766862748793,1.0,0.0,1.0,1.0,0.0,0.0,30492,83.85254915624242,0.0
360,12000.00,1,249,401,182,312,124,215,0.7568,20175.00,20175.0,1588.1766862748793,1.0,0.0,1.0,1.0,0.0,0.0,30492,67.91538853603087,0.0
361,12033.33,1,249,403,184,312,122,213,0.7888,20498.00,20498.0,1590.1766862748793,1.0,0.0,1.0,1.0,0.0,0.0,30492,60.46693311223933,0.0
362,12066.67,1,248,404,184,312,122,213,0.7942,20639.00,20639.0,1591.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,53.03300858899126,0.0
363,12100.00,1,248,407,184,313,122,220,0.7883,21157.50,21157.5,1594.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,60.46693311223933,0.0
364,12133.33,1,248,410,188,314,118,218,0.7846,20183.00,20183.0,1597.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,67.91538853603087,0.0
365,12166.67,1,248,413,187,318,119,211,0.7778,19530.50,19530.5,1600.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,75.37406715840694,0.0
366,12200.00,1,248,415,186,318,120,212,0.7660,19486.50,19486.5,1602.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,82.5000000000003,0.0
367,12233.33,1,248,416,185,318,121,212,0.7624,19558.00,19558.0,1603.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,67.50000000000024,0.0
368,12266.67,1,248,418,183,319,123,212,0.7430,19375.00,19375.0,1605.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,59.99999999999942,0.0
369,12300.00,1,248,419,183,319,123,214,0.7374,19411.00,19411.0,1606.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,44.99999999999956,0.0
370,12333.33,1,248,420,183,319,123,216,0.7425,19725.50,19725.5,1607.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,37.49999999999963,0.0
371,12366.67,1,248,422,182,318,124,220,0.7473,20385.00,20385.0,1609.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,44.99999999999956,0.0
372,12400.00,1,248,422,182,320,124,217,0.7341,19752.50,19752.5,1609.5908998372524,1.0,1.0,1.0,1.0,0.0,0.0,30492,30.000000000000107,0.0
373,12433.33,1,248,423,182,321,124,213,0.7508,19829.00,19829.0,1610.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.000000000000107,0.0
374,12466.67,1,248,423,184,319,122,213,0.7574,19683.00,19683.0,1610.5908998372524,1.0,1.0,1.0,1.0,0.0,0.0,30492,22.50000000000008,0.0
375,12500.00,1,248,424,184,321,122,209,0.7565,19289.00,19289.0,1611.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,15.000000000000053,0.0
376,12533.33,1,248,423,181,318,125,213,0.7353,19578.50,19578.5,1612.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,7.500000000000027,0.0
377,12566.67,1,248,423,181,318,125,209,0.7514,19631.00,19631.0,1612.5908998372524,1.0,1.0,1.0,1.0,0.0,0.0,30492,0.0,0.0
378,12600.00,1,248,422,179,314,127,209,0.7363,19542.50,19542.5,1613.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,7.500000000000027,0.0
379,12633.33,1,248,421,178,321,128,202,0.7678,19853.50,19853.5,1614.5908998372524,1.0,0.0,1.0,1.0,0.0,0.0,30492,22.50000000000008,0.0
380,12666.67,1,247,419,179,314,127,209,0.7478,19848.50,19848.5,1616.8269678147522,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132564,0.0
381,12700.00,1,247,418,179,314,127,209,0.7475,19840.50,19840.5,1617.8269678147522,1.0,0.0,1.0,1.0,0.0,0.0,30492,38.24264635194602,0.0
382,12733.33,1,246,417,179,317,127,204,0.7663,19854.00,19854.0,1619.2411813771253,1.0,0.0,1.0,1.0,0.0,0.0,30492,40.38873605350892,0.0
383,12766.67,1,247,415,181,313,125,204,0.7834,19977.50,19977.5,1621.477249354625,1.0,0.0,1.0,1.0,0.0,0.0,30492,45.6207189772362,0.0
384,12800.00,1,246,412,183,312,123,227,0.7105,19837.00,19837.0,1624.6395270147934,1.0,0.0,1.0,1.0,0.0,0.0,30492,53.03300858899055,0.0
385,12833.33,1,246,409,184,312,122,197,0.7982,19183.50,19183.5,1627.6395270147934,1.0,0.0,1.0,1.0,0.0,0.0,30492,67.91538853602997,0.0
386,12866.67,1,246,405,180,312,126,204,0.7232,18588.00,18588.0,1631.6395270147934,1.0,0.0,1.0,1.0,0.0,0.0,30492,89.99999999999912,0.0
387,12900.00,1,245,402,173,312,133,192,0.7471,19078.50,19078.5,1634.8018046749619,1.0,0.0,1.0,1.0,0.0,0.0,30492,98.64709828474464,0.0
388,12933.33,1,243,400,162,312,144,190,0.7610,20822.00,20822.0,1637.630231799708,1.0,0.0,1.0,1.0,0.0,0.0,30492,92.76987657639769,0.0
389,12966.67,1,239,395,148,312,158,164,0.7440,19279.00,19279.0,1644.033356037141,1.0,0.0,1.0,1.0,0.0,0.0,30492,117.39356881873938,0.0
390,13000.00,1,237,391,144,312,162,159,0.7566,19487.50,19487.5,1648.5054919921406,1.0,0.0,1.0,1.0,0.0,0.0,30492,124.82487732819973,0.0
391,13033.33,1,235,387,147,312,159,155,0.7498,18478.50,18478.5,1652.9776279471403,1.0,0.0,1.0,1.0,0.0,0.0,30492,135.20817282990006,0.0
392,13066.67,1,234,383,151,312,155,149,0.7627,17615.00,17615.0,1657.100733572758,1.0,0.0,1.0,1.0,0.0,0.0,30492,144.26538046253557,0.0
393,13100.00,1,234,381,151,312,155,150,0.7578,17618.00,17618.0,1659.100733572758,1.0,0.0,1.0,1.0,0.0,0.0,30492,111.49551560488919,0.0
394,13133.33,1,234,378,153,312,152,147,0.7596,16973.00,16973.0,1662.100733572758,1.0,0.0,1.0,1.0,0.0,0.0,30492,100.06248048094787,0.0
395,13166.67,1,234,376,153,312,153,146,0.7579,16930.00,16930.0,1664.100733572758,1.0,0.0,1.0,1.0,0.0,0.0,30492,82.84020762890475,0.0
396,13200.00,1,234,375,155,312,151,144,0.7748,16848.00,16848.0,1665.100733572758,1.0,0.0,1.0,1.0,0.0,0.0,30492,60.00000000000021,0.0
397,13233.33,1,235,374,156,312,150,141,0.7708,16301.50,16301.5,1666.514947135131,1.0,0.0,1.0,1.0,0.0,0.0,30492,53.03300858899126,0.0
398,13266.67,1,236,373,158,312,148,141,0.7674,16014.50,16014.5,1667.9291606975041,1.0,0.0,1.0,1.0,0.0,0.0,30492,40.38873605350838,0.0
399,13300.00,1,236,372,159,312,147,141,0.7559,15668.00,15668.0,1668.9291606975041,1.0,0.0,1.0,1.0,0.0,0.0,30492,33.54101966249652,0.0
400,13333.33,1,236,371,160,312,146,142,0.7639,15837.50,15837.5,1669.9291606975041,1.0,0.0,1.0,1.0,0.0,0.0,30492,33.54101966249652,0.0
401,13366.67,1,238,371,167,312,139,139,0.7667,14813.50,14813.5,1671.9291606975041,1.0,0.0,1.0,1.0,0.0,0.0,30492,31.819805153394324,0.0
402,13400.00,1,239,371,171,312,135,140,0.7758,14662.00,14662.0,1672.9291606975041,1.0,0.0,1.0,1.0,0.0,0.0,30492,27.041634565980015,0.0
403,13433.33,1,255,374,174,312,268,146,0.6942,27163.00,27163.0,1689.2079812936038,1.0,0.0,1.0,1.0,0.0,0.0,30492,143.2872988090715,0.0
404,13466.67,1,269,377,176,312,273,147,0.6909,27727.00,27727.0,1703.5258023568801,1.0,0.0,1.0,1.0,0.0,0.0,30492,251.55764746872723,0.0
405,13500.00,1,278,379,176,312,273,147,0.6910,27729.50,27729.5,1712.745346814173,1.0,0.0,1.0,1.0,0.0,0.0,30492,305.94117081556817,0.0
406,13533.33,1,287,381,176,312,282,149,0.6881,28913.50,28913.5,1721.9648912714658,1.0,0.0,1.0,1.0,0.0,0.0,30492,367.7295201639392,0.0
407,13566.67,1,295,383,181,312,291,152,0.6772,29954.00,29954.0,1730.2111025227011,1.0,0.0,1.0,1.0,0.0,0.0,30492,307.5000000000011,0.0
408,13600.00,1,304,384,186,312,300,154,0.6911,31930.00,31930.0,1739.2664876608385,1.0,0.0,1.0,1.0,0.0,0.0,30492,267.69852446362216,0.0
409,13633.33,1,313,386,195,312,307,156,0.7003,33540.00,33540.0,1748.4860321181313,1.0,0.0,1.0,1.0,0.0,0.0,30492,267.69852446362216,0.0
410,13666.67,1,324,389,210,313,310,159,0.6995,34479.50,34479.5,1759.8877863691228,1.0,0.0,1.0,1.0,0.0,0.0,30492,283.9123984612165,0.0
411,13700.00,1,339,393,231,331,305,147,0.7273,32606.50,32606.5,1775.4119610653827,1.0,0.0,1.0,1.0,0.0,0.0,30492,338.41542518035556,0.0
412,13733.33,1,354,397,243,333,311,148,0.7117,32760.00,32760.0,1790.9361357616426,1.0,0.0,1.0,1.0,0.0,0.0,30492,387.467740592686,0.0
413,13766.67,1,383,400,348,326,239,150,0.7016,25154.00,25154.0,1820.090895235869,1.0,0.0,1.0,1.0,0.0,0.0,30492,535.3970489272372,0.0
414,13800.00,1,406,402,349,328,255,148,0.7220,27248.50,27248.5,1843.1776879970994,1.0,0.0,1.0,1.0,0.0,0.0,30492,622.6806966656285,0.0
415,13833.33,1,425,404,349,326,269,150,0.7361,29700.00,29700.0,1862.282661171642,1.0,0.0,1.0,1.0,0.0,0.0,30492,650.2547577680549,0.0
416,13866.67,1,441,404,349,328,281,150,0.7317,30841.00,30841.0,1878.282661171642,1.0,0.0,1.0,1.0,0.0,0.0,30492,654.6086617208725,0.0
417,13900.00,1,452,405,349,328,281,150,0.7314,30830.50,30830.5,1889.3280221888294,1.0,0.0,1.0,1.0,0.0,0.0,30492,518.8569166928412,0.0
418,13933.33,1,463,407,350,334,293,150,0.7277,31983.50,31983.5,1900.5083620763285,1.0,0.0,1.0,1.0,0.0,0.0,30492,429.14158502760057,0.0
419,13966.67,1,474,410,350,343,309,154,0.6860,32645.00,32645.0,1911.9101163273199,1.0,0.0,1.0,1.0,0.0,0.0,30492,370.24485141592584,0.0
420,14000.00,1,486,414,350,345,325,155,0.6391,32193.00,32193.0,1924.5592269679935,1.0,0.0,1.0,1.0,0.0,0.0,30492,345.73291714848455,0.0
421,14033.33,1,499,417,350,348,341,154,0.6116,32119.00,32119.0,1937.9008910321197,1.0,0.0,1.0,1.0,0.0,0.0,30492,363.8079850690484,0.0
422,14066.67,1,514,420,373,344,333,157,0.6137,32084.50,32084.5,1953.197949572898,1.0,0.0,1.0,1.0,0.0,0.0,30492,394.7309210082244,0.0
423,14100.00,1,529,422,402,346,318,154,0.6457,31619.50,31619.5,1968.3306955233197,1.0,0.0,1.0,1.0,0.0,0.0,30492,422.2040383511286,0.0
424,14133.33,1,543,423,406,346,330,149,0.6481,31867.50,31867.5,1982.3663643709378,1.0,0.0,1.0,1.0,0.0,0.0,30492,432.7961413876068,0.0
425,14166.67,1,559,421,395,332,364,154,0.5880,32959.50,32959.5,1998.4908798675349,1.0,0.0,1.0,1.0,0.0,0.0,30492,450.99889135118883,0.0
426,14200.00,1,573,419,405,330,362,156,0.5725,32327.50,32327.5,2012.6330154912657,1.0,0.0,1.0,1.0,0.0,0.0,30492,442.5635547579594,0.0
427,14233.33,1,584,418,428,332,348,157,0.5815,31771.50,31771.5,2023.678376508453,1.0,0.0,1.0,1.0,0.0,0.0,30492,413.5894703688686,0.0
428,14266.67,1,591,419,427,338,348,158,0.5726,31484.00,31484.0,2030.7494443203186,1.0,0.0,1.0,1.0,0.0,0.0,30492,361.24783736376537,0.0
429,14300.00,1,596,420,396,342,382,159,0.5232,31775.50,31775.5,2035.8484638339114,1.0,0.0,1.0,1.0,0.0,0.0,30492,277.6013328498235,0.0
430,14333.33,1,600,421,396,342,382,159,0.5230,31765.50,31765.5,2039.971569459529,1.0,0.0,1.0,1.0,0.0,0.0,30492,203.0547955602113,0.0
431,14366.67,1,603,422,368,342,416,159,0.4893,32367.00,32367.0,2043.1338471196975,1.0,0.0,1.0,1.0,0.0,0.0,30492,145.62365879210557,0.0
432,14400.00,1,606,422,367,342,423,160,0.4816,32593.50,32593.5,2046.1338471196975,1.0,0.0,1.0,1.0,0.0,0.0,30492,114.72793905583808,0.0
433,14433.33,1,609,423,367,342,426,160,0.4816,32827.50,32827.5,2049.2961247798657,1.0,0.0,1.0,1.0,0.0,0.0,30492,100.06248048094787,0.0
434,14466.67,1,612,423,379,342,414,161,0.4889,32585.50,32585.5,2052.2961247798657,1.0,0.0,1.0,1.0,0.0,0.0,30492,91.24143795447361,0.0
435,14500.00,1,614,424,366,344,426,162,0.4712,32518.50,32518.5,2054.5321927573655,1.0,0.0,1.0,1.0,0.0,0.0,30492,83.85254915624242,0.0
436,14533.33,1,615,425,378,345,415,164,0.4757,32376.50,32376.5,2055.9464063197383,1.0,0.0,1.0,1.0,0.0,0.0,30492,71.15124735378879,0.0
437,14566.67,1,617,426,379,345,416,164,0.4746,32376.00,32376.0,2058.182474297238,1.0,0.0,1.0,1.0,0.0,0.0,30492,64.08002808988171,0.0
438,14600.00,1,618,426,368,345,423,162,0.4694,32163.50,32163.5,2059.182474297238,1.0,0.0,1.0,1.0,0.0,0.0,30492,50.31152949374545,0.0
439,14633.33,1,617,426,374,345,413,162,0.4763,31870.00,31870.0,2060.182474297238,1.0,0.0,1.0,1.0,0.0,0.0,30492,27.041634565980015,0.0
440,14666.67,1,617,426,373,345,413,159,0.4808,31571.00,31571.0,2060.182474297238,1.0,1.0,1.0,1.0,0.0,0.0,30492,16.770509831248482,0.0
441,14700.00,1,616,426,381,345,404,159,0.4891,31417.50,31417.5,2061.182474297238,1.0,0.0,1.0,1.0,0.0,0.0,30492,7.500000000000027,0.0
442,14733.33,1,615,426,381,345,404,159,0.4891,31421.00,31421.0,2062.182474297238,1.0,0.0,1.0,1.0,0.0,0.0,30492,22.50000000000008,0.0
443,14766.67,1,614,426,369,344,412,160,0.4758,31366.50,31366.5,2063.182474297238,1.0,0.0,1.0,1.0,0.0,0.0,30492,22.49999999999978,0.0
444,14800.00,1,612,426,380,345,396,157,0.4981,30966.00,30966.0,2065.182474297238,1.0,0.0,1.0,1.0,0.0,0.0,30492,37.49999999999963,0.0
445,14833.33,1,609,425,364,345,407,157,0.4779,30540.50,30540.5,2068.3447519574065,1.0,0.0,1.0,1.0,0.0,0.0,30492,53.03300858899055,0.0
446,14866.67,1,607,425,362,346,406,156,0.4782,30286.50,30286.5,2070.3447519574065,1.0,0.0,1.0,1.0,0.0,0.0,30492,60.46693311223853,0.0
447,14900.00,1,604,425,356,347,409,157,0.4706,30217.00,30217.0,2073.3447519574065,1.0,0.0,1.0,1.0,0.0,0.0,30492,75.37406715840694,0.0
448,14933.33,1,599,425,351,350,399,154,0.4724,29026.50,29026.5,2078.3447519574065,1.0,0.0,1.0,1.0,0.0,0.0,30492,97.78803607804008,0.0
449,14966.67,1,595,426,352,350,394,155,0.4671,28528.50,28528.5,2082.4678575830244,1.0,0.0,1.0,1.0,0.0,0.0,30492,105.26751635713687,0.0
450,15000.00,1,590,427,351,351,389,155,0.4683,28233.50,28233.5,2087.566877096617,1.0,0.0,1.0,1.0,0.0,0.0,30492,128.37932076467814,0.0
451,15033.33,1,585,427,350,354,391,153,0.4757,28458.00,28458.0,2092.566877096617,1.0,0.0,1.0,1.0,0.0,0.0,30492,143.2872988090715,0.0
452,15066.67,1,581,428,350,355,389,151,0.4860,28548.00,28548.0,2096.689982722235,1.0,0.0,1.0,1.0,0.0,0.0,30492,136.86215693171042,0.0
453,15100.00,1,577,429,350,355,388,152,0.4820,28426.50,28426.5,2100.813088347853,1.0,0.0,1.0,1.0,0.0,0.0,30492,136.86215693171042,0.0
454,15133.33,1,575,430,350,355,388,152,0.4819,28420.50,28420.5,2103.0491563253527,1.0,0.0,1.0,1.0,0.0,0.0,30492,114.72793905583808,0.0
455,15166.67,1,572,431,350,354,386,152,0.4832,28353.00,28353.0,2106.211433985521,1.0,0.0,1.0,1.0,0.0,0.0,30492,102.0110288155162,0.0
456,15200.00,1,571,431,350,354,383,152,0.4888,28453.50,28453.5,2107.211433985521,1.0,0.0,1.0,1.0,0.0,0.0,30492,78.3022988168294,0.0
457,15233.33,1,570,432,350,354,382,152,0.4938,28669.50,28669.5,2108.625647547894,1.0,0.0,1.0,1.0,0.0,0.0,30492,57.11829829397952,0.0
458,15266.67,1,569,432,350,355,383,150,0.4970,28551.00,28551.0,2109.625647547894,1.0,0.0,1.0,1.0,0.0,0.0,30492,47.43416490252523,0.0
459,15300.00,1,568,433,350,354,382,152,0.4847,28144.00,28144.0,2111.039861110267,1.0,0.0,1.0,1.0,0.0,0.0,30492,33.54101966249652,0.0
460,15333.33,1,568,434,350,356,385,150,0.4918,28400.50,28400.5,2112.039861110267,1.0,0.0,1.0,1.0,0.0,0.0,30492,31.819805153394324,0.0
461,15366.67,1,570,436,373,358,366,162,0.4665,27659.50,27659.5,2114.868288235013,1.0,0.0,1.0,1.0,0.0,0.0,30492,29.99999999999971,0.0
462,15400.00,1,574,438,398,358,331,167,0.5002,27650.50,27650.5,2119.3404241900125,1.0,0.0,1.0,1.0,0.0,0.0,30492,58.576872569300114,0.0
463,15433.33,1,577,440,358,360,376,166,0.4423,27606.50,27606.5,2122.9459754654763,1.0,0.0,1.0,1.0,0.0,0.0,30492,85.51315688243565,0.0
464,15466.67,1,580,442,377,362,359,167,0.4533,27176.50,27176.5,2126.55152674094,1.0,0.0,1.0,1.0,0.0,0.0,30492,108.16653826392006,0.0
465,15500.00,1,584,444,385,364,354,166,0.4609,27083.50,27083.5,2131.0236626959395,1.0,0.0,1.0,1.0,0.0,0.0,30492,120.93386622447866,0.0
466,15533.33,1,586,445,385,364,354,166,0.4609,27087.00,27087.0,2133.259730673439,1.0,0.0,1.0,1.0,0.0,0.0,30492,104.1933299208739,0.0
467,15566.67,1,588,446,426,365,312,161,0.5179,26016.50,26016.5,2135.495798650939,1.0,0.0,1.0,1.0,0.0,0.0,30492,93.97473064606284,0.0
468,15600.00,1,590,446,436,365,301,161,0.5266,25518.00,25518.0,2137.495798650939,1.0,0.0,1.0,1.0,0.0,0.0,30492,80.77747210701784,0.0
469,15633.33,1,592,447,436,365,307,170,0.4970,25937.00,25937.0,2139.7318666284386,1.0,0.0,1.0,1.0,0.0,0.0,30492,64.08002808988171,0.0
470,15666.67,1,594,449,436,369,309,169,0.4874,25452.00,25452.0,2142.560293753185,1.0,0.0,1.0,1.0,0.0,0.0,30492,67.08203932499393,0.0
471,15700.00,1,597,451,444,370,303,170,0.4855,25007.00,25007.0,2146.1658450286486,1.0,0.0,1.0,1.0,0.0,0.0,30492,77.21722605740278,0.0
472,15733.33,1,601,452,444,369,305,180,0.4543,24940.50,24940.5,2150.2889506542665,1.0,0.0,1.0,1.0,0.0,0.0,30492,93.97473064606284,0.0
473,15766.67,1,603,452,420,368,329,170,0.4383,24514.00,24514.0,2152.2889506542665,1.0,0.0,1.0,1.0,0.0,0.0,30492,90.62284480195841,0.0
474,15800.00,1,605,453,426,369,322,171,0.4394,24196.00,24196.0,2154.525018631766,1.0,0.0,1.0,1.0,0.0,0.0,30492,87.78524933039634,0.0
475,15833.33,1,606,453,428,369,318,177,0.4272,24043.50,24043.5,2155.525018631766,1.0,0.0,1.0,1.0,0.0,0.0,30492,69.14658342969598,0.0
476,15866.67,1,606,453,423,370,306,177,0.4321,23402.50,23402.5,2155.525018631766,1.0,1.0,1.0,1.0,0.0,0.0,30492,38.24264635194551,0.0
477,15900.00,1,607,453,453,370,273,176,0.4816,23140.50,23140.5,2156.525018631766,1.0,0.0,1.0,1.0,0.0,0.0,30492,30.923292192132564,0.0
478,15933.33,1,607,453,453,370,273,176,0.4816,23139.00,23139.0,2156.525018631766,1.0,1.0,1.0,1.0,0.0,0.0,30492,15.000000000000053,0.0
479,15966.67,1,607,453,429,368,295,174,0.4559,23399.00,23399.0,2156.525018631766,1.0,1.0,1.0,1.0,0.0,0.033333333333333215,30492,7.500000000000027,0.0
480,16000.00,1,606,452,449,367,289,171,0.4787,23656.50,23656.5,2157.939232194139,1.0,0.0,1.0,1.0,0.0,0.0,30492,7.500000000000027,0.0
481,16033.33,1,605,451,444,366,291,172,0.4791,23980.50,23980.5,2159.353445756512,1.0,0.0,1.0,1.0,0.0,0.0,30492,21.21320343559622,0.0
482,16066.67,1,601,450,430,366,301,172,0.4762,24654.50,24654.5,2163.47655138213,1.0,0.0,1.0,1.0,0.0,0.0,30492,50.31152949374545,0.0
483,16100.00,1,596,450,416,366,310,171,0.4776,25316.00,25316.0,2168.47655138213,1.0,0.0,1.0,1.0,0.0,0.0,30492,85.51315688243452,0.0
484,16133.33,1,589,449,402,364,324,164,0.4905,26064.50,26064.5,2175.547619193995,1.0,0.0,1.0,1.0,0.0,0.0,30492,129.47007376224096,0.0
485,16166.67,1,580,446,411,362,304,152,0.5759,26610.50,26610.5,2185.0344521745,1.0,0.0,1.0,1.0,0.0,0.0,30492,191.21323175973012,0.0
486,16200.00,1,571,445,350,364,352,146,0.5227,26860.50,26860.5,2194.0898373126374,1.0,0.0,1.0,1.0,0.0,0.0,30492,228.10359488618406,0.0
487,16233.33,1,563,444,401,367,285,149,0.6286,26695.00,26695.0,2202.152095060936,1.0,0.0,1.0,1.0,0.0,0.0,30492,251.55764746872723,0.0
488,16266.67,1,557,445,362,371,314,150,0.5768,27169.00,27169.0,2208.2348575912342,1.0,0.0,1.0,1.0,0.0,0.0,30492,241.86773244895733,0.0
489,16300.00,1,551,444,351,370,320,150,0.5600,26878.00,26878.0,2214.3176201215324,1.0,0.0,1.0,1.0,0.0,0.0,30492,218.01662780623028,0.0
